rating,date,title,review
4,2019-09-07T05:52:38.000Z,Studies were good all along but needs…,"Studies were good all along but needs to improve in securing workplacement for students even after they have straggle and fail to get one, the college takes really long to secure them workplacement."
1,2019-09-06T23:39:30.000Z,After waiting weeks for a simple email…,"After waiting weeks for a simple email response, up to 2 months for assessments to get marked and being blamed by student support for the stretched out course times I can gladly say I will never be using open colleges again.Very unprofessional, understaffed (or at least that’s what we are all told) and at times just plain rude, I would recommend anyone hoping to graduate a 6 month course in under a year to avoid this college."
1,2019-09-06T09:36:30.000Z,Not a good experience overall,"Poor response times and inflexible. Recommend do the course face to face not online.   Not good value, not relative in all areas definitely needs reviewing of course and relationship to the certificate.   Most support staff on phone wonderful however a few rude experiences including being accused of forgery (no apology - email removed however).  Recommend do your course with an organisation that you can work with the people not online.   This course was personal to me due to my elderly father who has advanced dementia - this course is not relative nor assessed well.   Many, many repeats of the same requirements - crazy.Graduated now however would say not a pleasant learning experience at all, and will not do more with Open Colleges in the future."
4,2019-09-06T01:55:33.000Z,I'm really proud to have graduated from Open Colleges!,"I'm really proud to have graduated from Open Colleges - Digital Design. It was really hard work and I had a few nervous breakdowns but on the most part, staff at Open Colleges helped me through it. As a working mother with twin boys, the delivery of the course was great with no pressure to have assessments done by a certain date. Would recommend Open Colleges to anyone willing to put it in the effort and be a little patient."
1,2019-09-05T13:33:39.000Z,Terrible college,"All these positive reviews are most possibly fake. In my opinion O.C has someone working on this site who’s paid to counter each realistic reviews with four fake reviews. It happened on the student board as well. 😂 do not waste your money. They take your money in advance, the first module that you’ve got access to (within the cooling off period) is easy as, then the modules become more complicated and unnecessarily confusing. Just study in person."
4,2019-09-05T10:22:25.000Z,Plenty of information available,Plenty of information available. Helpful instructors
1,2019-09-05T06:15:56.000Z,Very poor student support,"Very poor student support, teachers don't help just take money and they really don't do anything other than marking assesments, Not recommended at all, you don't learn and don't get any hgelp, completely money waste."
1,2019-09-05T04:42:00.000Z,The veterinary student support team are…,"The veterinary student support team are great! Your general student support is rubbish, theyre rude and unhelpful, made me feel i could never finish my course.In 3 years i never got a follow call to see how i was going, no timeline with goals for time management etc just an email to say your course is expiring soon.... pay more money to extend. And for near $7000 ... not sure what i actually paid for."
5,2019-09-05T03:54:49.000Z,I have completed 2 certifications…,"I have completed 2 certifications through open colleges, the trainer's are very polite and informative on feedback and all criticism is very constructive, they want you to succeed.Would highly recommend"
5,2019-09-05T03:12:58.000Z,The course was wonderful and the…,The course was wonderful and the support team is lovely.
3,2019-09-04T07:27:40.000Z,Room for Improvement,"I found quite a few of the modules difficult to negotiate and use. An example of this were assessments using a Powerpoint presentation which required placement of symbols or icons (eg: a task requiring setting up classroom furniture). Often, accessing the assessments was fiddly - sometimes it worked and sometimes it didn't. Actually working within documents was also strange - sometimes it was a cut and paste that didn't always work. Sometimes it was dragging the mouse. With perseverance they worked, but it could be frustrating and time consuming. Assessments were not always easily available and obvious - some searching was required to locate and figure out what to do / the assessment helpers etc.I still do not understand the ""search"" function. No matter what I typed into search, in which screen or module, the results were either nil, or irrelevant.Assessments took a long time to be marked. This was frustrating and not in accordance with the ""10 day turnaround"" that is advertised.There is a lot of reading, which of course is to be expected with this type of training, however more videos, and indeed even videos of some topics being taught in a classroom environment would make the course so much nicer to complete.I felt the trainers/assessors often gave stock standard (and unhelpful) answers to questions being asked on the forum. Quite often I would read a response (not necessarily to my own question), and was still left wondering.On the upside, I really appreciated the quick responses I received to my private questions. These were answered promptly and I received lovely encouragement.I feel the system is a bit ""clunky"" and there's a lot of room for improvement - in navigating the space, accessing modules and understanding requirements. Unfortunately I didn't write down examples as I went through the course as it didn't occur to me, but I wish I could have so I could provide them now. But generally, it was just an overall feel that the website felt ""clunky"" and not as professional and polished as it should be.I think this type of learning is a great concept - ideal for busy people, perhaps who are juggling young families and a job etc. It does not suit people who are unable to motivate themselves as it requires a lot of discipline to sit at a computer for long periods of time and read."
4,2019-09-04T05:37:19.000Z,It was a sprint to the finish line!,"It was a sprint to the finish line!I dawdled a bit during the first year of my study then was very stressed at the end trying to complete all tasks. If you're not self-motivated, this isn't the course for you. If you are however, and can commit to a regular study schedule, you will do well.The tutors were generally very helpful, Justine in particular - excellent.There were some assessments that weren't as valid for me given I didn't want to use this to set up a GD business, but to add to my existing toolkit. Instead of doing business plans I would have preferred to have more design tasks to complete.I'm so happy that my study is finished for now and I can begin to put my skills to use in my employment and to create my own personal artwork."
1,2019-09-05T05:35:26.000Z,Absolutely disgusting service and…,"Absolutely disgusting service and support. I have tried calling, emailing, Facebook messaging, left reviews as I was guaranteed support throughout the course I did for 2 years, and I did no receive the slightest bit of support. I have been trying to make contact for over 6 months now and they will not get back to me because I am requesting atleast a part refund!!!! And since making these complaints, I have started receiving emails of support.... it's an absolute joke and I will NEVER recommend this company to anybody. If you are keen on paying $7k+ and then receive no contact or support, then this is the company for you. From the money they receive your money, you will receive nothing.*EDIT* - Are you kidding??? You respond on here because it is a public forum, yet, you STILL do not contact me to resolve my complaints? wow.... angry is an understatement. No wonder there is no option to respond to the replies on these reviews."
2,2019-09-04T04:42:46.000Z,Needs updating,"The modules didn’t make sense, half the links didn’t work, the teachers response time was to slow and they were difficult to deal."
5,2019-09-03T00:06:14.000Z,5 star experience!!,"I absolutely loved my open colleges journey! Modules are clear and easy to use and read, assessments are complete and interesting, staff members are dedicated and helpful! I never waited more than 48hours to get an assessment back! Highly recommended open colleges!! For me it was a real challenge as English isn’t my mother tongue but they really made my life easy and now not only I am graduated but thanks to the compulsory work placement I found a full time job in the travel industry! Enrolling Open Colleges was my best decision ever ! Thank you :)"
5,2019-09-02T02:44:08.000Z,This was my third qualification…,This was my third qualification obtained with Open Colleges.  As always it was wonderful experience with plenty of support along the way.
5,2019-09-01T21:59:48.000Z,Would recommend,Staff were always helpful and the course structure was simple and self paced which made it easy to study whilst working full time.
3,2019-09-01T21:29:54.000Z,When you need help after work or on…,"When you need help after work or on weekends it’s difficult to get it .Quite a bit of the course content or limbs were not available .Over time I did a notice an improvement , especially with live chat , would be good if we could speak to Teachers like that ."
2,2019-09-01T00:00:30.000Z,I didn’t have a good experience with Open colleges,I didn’t have a good experience with open colleges. I got stuffed around alot told 1 thing by student support than told another by an assessor caused me alot of anxiety and stress that was not needed. The marking time delay was ridiculous 4 weeks to get a mark back and sometimes it was just a submission error or nothing at all. I am glad i have completed my diploma in early childhood but because of this experience it makes me hesitant to ever study again. They aren’t very professional or well organized.
4,2019-08-31T00:44:59.000Z,Happy with the feedback and extensions…,"Happy with the feedback and extensions from the college, professional, friendly staff"
5,2019-08-30T23:39:58.000Z,I have been provided with great…,"I have been provided with great feedback from my assessment pieces, which i have found helpful. My assessments have been graded efficiently, which i love! All round i have had no issues.The whole experience has been pleasant. I am always referring friends to use open colleges as local TAFE'S are unorganised and unreliable!!! I have 3 certs and this is my 2nd diploma now, i honestly WILL NOT use another learning centre after such a positve experince with Open Colleges. You Guys ROCKOne of the best experiences of my life was the ACATA program in Sept 2018. So educating, inspiring and life changing! The personal development for me has been unreal!"
5,2019-08-30T13:04:22.000Z,Tutors were helpful,"Tutors were helpful, course material was thorough and work was marked promptly and lots of feedback was given."
3,2019-08-30T08:30:04.000Z,My experience with Open Colleges,"My overall experience with Open Colleges (Cert 3 Early Childhood Education) has been a positive one. Unfortunately my last period of studies I had issues with communicating with tutors, the long wait for their replies or to get a phone call appointment delayed the completion of my certification and often information were unclear that made the process more stressful. I am glad I have graduated!"
5,2019-08-30T06:12:20.000Z,Great experience studying with open…,Great experience studying with open colleges for my Business Administration certificate IV. There are plenty of study tools and support for all assessments and the student portal is very user friendly. Highly recommend if you’re like me working full time and studying part time at your own pace.
4,2019-08-29T23:28:20.000Z,Practical and helpful,"I found the course overall really great. It was great to learn about the principles of design and how to apply these to graphic design works. I found the modules on how to create a website through CSS really difficult if you've never done this before. I'm not sure how much a graphic designer in the real world would really create these from scratch. The OpenForum is a great concept, however it would have been helpful if trainers commented more when students ask for feedback. I also suggest, that when students complete this course, they should receive an email of congratulations first, before receiving an email to submit feedback. Overall, this course will greatly benefit me throughout my career."
3,2019-08-29T23:10:06.000Z,Assessors of Building and Construction - Excellent,"Average my seem like a harsh grade and it was only because you didn't have the option of good, however this does not reflect on the assessors that put in countless hours assisting and grading our assignments. If the mark was for these people alone, it would most definitely be 'Excellent'.Course content/information was good, although some of the links referred to international builders, this is where I'd like to see more Australian content.The reason why I marked 'Average' was due to the countless broken links, the grammatical errors within text and assignments and otherwise poor housekeeping of information. A lot of time was time back and forth clarifying these issues, informing IT/Student services of errors which as you can appreciate was quite time consuming and frustrating to say the least. In saying this though IT and Student services were always quick to reply, sometimes with a fix and sometimes not.I'm sure though if these were addressed and minimised to even 50% of what was encountered, this would be a very good course.In saying all this though I did enjoy the course and it was great to see that they now able to provide to all states of Australia. Once again thank you to all of the Assessors for their time and knowledge they afforded me (which included their weekends), very much appreciated."
2,2019-08-29T06:23:22.000Z,Poor layout and design of course.,"The course was repetitive, and the fact that so many videos are required, is 1. Not needed. And 2 not always able for those who cannot get people to do it. The instructions and layout is poorly designed.Now to see if I can get a job out of it."
4,2019-08-29T02:20:56.000Z,Response times on assessments weren't…,"Response times on assessments weren't great - and you needed to constantly ask for the next module to be opened so you could continue with the course. This isn't communicated very well.Other than that - I had no issues. Great course, lots of information covered."
1,2019-08-29T02:15:46.000Z,I noticed this provider had issues from…,"I noticed this provider had issues from the first week. I made a complaint about how the support staff had responded to issues I had raised, it was completely ignored. Sent this information on to the ASQA Australian skill quality authority who responded with. ""Your complaint raises concerns about the organisations lack of student support and the complaints and appeals process."" They have taken matters further with this provider. They get so many bad reviews, be warned."
5,2019-08-29T00:48:18.000Z,Excellent support,"Excellent support, the team were awesome!! Supported me through to get my qualification, there for me when I was in need."
5,2019-08-28T21:44:31.000Z,"Studying with Open Colleges online has been amazing experience and i highly recommend to anyone who wants to change their direction in life, enhance education level and further opportunities.","Studying with Open Colleges online has been a convenient way of studying for my Diploma of Community Services whilst working full-time being a wife and mother.  Assistance is always available via phone or emailing the assessors.  There may be times when you feel its all too hard studying, however its so worthwhile.  I completed my 2 weeks work experience through Open Colleges in Fiji, its not a holidays, its a life changing experience for you, something i will also remember, always remember there is support.Thank you to the team at Open Colleges."
4,2019-08-28T03:50:43.000Z,"Overall good, some tweaks to improve experience","The course was overall good. Some of the assignments were quite tedious and excessively long, many questions were repetitive. Some of the structure of the assessments were difficult to follow and needing to do recordings with volunteers often proved to delay submissions as I was depending on other people’s schedules.Anthony weymess was fantastic and gave me great support and awesome feedback which was practical and helpful."
4,2019-08-28T02:54:39.000Z,I completed youth work with open…,"I completed youth work with open colleges and I have to say they were very accommodating to my situation with time management. Would also like to thank Ronnie Clark , I found him to very professional and understanding and could explain assessments very well."
1,2019-08-27T14:20:43.000Z,Worst experience ever,"Worst experience everThey take your money and that’s it , be warnedAlso you try to get answers from them and you get automated messagesPlease go with someone reputable and read reviews first"
1,2019-08-27T06:04:41.000Z,The worst course I have ever done,"The worst course I have ever done. No online class lectures, or anything like that. It's just here is the modules go and do it. The trainers try but they are having to deal with badly written material."
5,2019-09-10T05:52:23.000Z,For those who work full time,"For those who work full time and are still motivated to obtain a Diploma, this college is an outstanding choice. Openspace provides all the resources necessary for success, but much of the success also depends on the natural intelligence of the student, the dedication to putting in the necessary time and the ability to self-learn in a online environment. This is really the best choice to get a Diploma in Project Management and start the route to advance your career for a low-cost, distance learning / night school alternative. It's not simple like any college, but you certainly get what you're putting in. The online lectures are easy to see and can be viewed live or recorded and the tasks are not overwhelming."
4,2019-08-27T04:48:53.000Z,Open Colleges review,"Good college,sharing knowledge and caring surrounding.Weakness is difficult for discussion."
1,2019-08-27T04:14:22.000Z,Shocking,"Shocking. Student support, what support. constantly getting fobbed off. Poorly written modules, with lots of errors, that are difficult to understand and complete. Never again."
4,2019-08-27T03:43:40.000Z,Could be better in terms of replying,Could be better in terms of replying to emails but over really great
3,2019-08-26T22:09:48.000Z,Disappointed in the lack of support,"I am not going to lie, this was the worst experience with online studying, I was so disappointed in the lack of support and the fact they take a week at most to get back via email, support is shocking, I had more help from the girls doing my course through a Facebook page. The assessments really need to be looked at, as half of them were extremely hard to wrap your head around, hopefully they will improve, a lot of money to pay for a course that you don’t get much support."
5,2019-08-23T05:23:21.000Z,Course was easy to follow and the…,Course was easy to follow and the support was great
4,2019-08-23T02:11:22.000Z,I had a great experience with Open…,"I had a great experience with Open Colleges . All the assessments a hard work but this is expected .The only downside is that students have to look for their work-placement them self . Which can be a positive learning experience, . I was unable to secure my work-placement for myself, but the Open Collages help me.Great trainers and assessor 👍"
4,2019-08-23T00:34:43.000Z,Assessment Structure,The assessments are well structured and allow for maximum knowledge gain. Communications with assessor can be difficult sometimes as they take a few days to respond to emails and instructions are sometimes unclear.
5,2019-08-22T14:40:17.000Z,Excellent course with great support…,Excellent course with great support networks
3,2019-08-22T02:43:54.000Z,Took way too long for assessors to…,Took way too long for assessors to reply and to mark assessments. Once handed in I could almost 100% guarantee that it would be handed back to me at least once. Eliana is an excellent trainer and has worked super hard to ensure I graduated.
5,2019-08-21T23:24:18.000Z,Highly Recommended!,I had a fantastic experience studying with Open Colleges. Very supportive assessors and engaging course materials. They made it very easy for me to gain my qualification. I will highly recommend studying with Open Colleges.
4,2019-08-21T20:07:21.000Z,Open colleges is great for people who…,"Open colleges is great for people who have to trek to long to a TAFE, they provide a lot of extra information and always help when you ask, all in was a great 2 years of studying with open colleges"
3,2019-08-21T04:57:15.000Z,Average experience,"The start of the course was fine. It only took 5 working days to mark assessments towards the end it took 10 working days, however there was one that took 3 weeks to mark at one particular time.Most assessments were manageable until the end when 2 work place modules were opened 3 weeks after my placement and not unlocked before going on my placement. And it was made out as though it was my fault that I had not asked for them to be opened.Overall experience was average."
1,2019-08-20T16:25:31.000Z,Studying with Open Collages has been… a waste of time!,Studying with Open Collages has been nothing but a waste of time and money! Spending 3400 grand of a Certificate II in Agriculture that has gotten me absolutely no where! Have sent so many emails and tried ringing but no reply! They are just simply scammers!!!! Seriously don’t recommend studying with them!!
4,2019-08-19T23:40:53.000Z,Great!!!,"I have found Open Colleges great to study with! I have just completed my certificate 4 in disability through them. There is always pros and cons to any form of studying, be that in a class room or online. So I will start with the cons of studying online and end on a positive note.1. Waiting for modules to unlock - this was slightly annoying as I had paid for my entire course upfront however wasn’t given access to all the modules until I completed a full module. This was also an issue with after completing a module the next one would not unlock until after the assessment was marked or I would have to call support to unlock it earlier if I wanted to continue studying while my assessment was marked. Could understand if I was on a payment plan, however considering I paid upfront I would of preferred access to the entire course and modules at once unless I requested otherwise. However a positive of this was working one by one through each module was not overwhelming and kept me focussed on the one topic at a time.2. Assessments being marked - when I started the course in January 2018 it was a turn around of 5 business days to have assessments marked. On completion of the course the turnaround was over a month. On a positive note communication was generally well kept between open colleges and students. They would regularly post in the forum advising of the backlog and as why and they had a great online person to chat with who was always very helpful.3. Communication between 1 teacher and myself was not fantastic. I had a few questions I was stuck on in an assessment to which I messaged through open colleges and also through email and never got a response. On a positive note another teacher was extremely fast and helpful. I had messaged enquiring when my last two assessments would be marked as I needed my qualification for a job promotion I was going for and he responded by the end of that day with both assessments marked. Could not have been happier!4. Studying online vs classroom. I personally prefer studying in a classroom environment simply because I stay on track, committed and the help of the teachers and other students are there all the time and the predictability and reliability of help and finishing the course on time. However studying online with open colleges was fantastic as a recently single mum of 3 young children and working part time shift work it was great not to have the pressure of having to attend classrooms, miss out on work or shuffling childcare.5. Open colleges was very accommodating. There were some technical issues that prevented students from being able to access assessments. As the assessment I was trying to access was my last assessment and my course was about to expire they gave me an extra 2 months free of charge to be able to complete it.6. The absolute highlight of my time studying with open colleges was the opportunity to go to Fiji for 2 weeks and complete my work placement hours over there in the Fijian community. Very reasonably priced, living with locals and an experience I will forever be grateful for and will never forget. Students and teachers were amazing and the work being done over there is inspiring."
1,2019-08-19T08:46:49.000Z,Assessments with grammar and…,"Assessments with grammar and punctuation mistakes and some assessments with incomplete sentences, no support available after hours and have to wait 2-3 days to get a response to questions, trainers for assessments frequently changing and assessments unclear and could be worded much better. Will not be studying with open colleges again."
5,2019-08-19T08:25:19.000Z,I had an awesome time learning new…,"I had an awesome time learning new things. Great service and communication from the teachers. To the young generation: Always ask yourself what part of the trade are you interested in before you learn it, but that's just my opinion. I love electricity but not so much repairing cars...maybe I have been in this trade too long! Either way I am happy because I know life is always perfect. Thank you very much have a peaceful life everyone."
4,2019-08-19T02:42:56.000Z,Overall Good Experience - some setbacks,"Overall this was a good course but I did experience an issue with one of the assessors who didn't give me detailed enough feedback on my assessments, caused me to have to submit the same assessment 7 times before receiving a passing grade. Overall was a good experience but the 10 business day waiting period can be frustrating at times."
4,2019-08-18T06:58:11.000Z,Great experience. Varied service from tutors though.,"The course was well structured and the assessments covered alot of information. I definitely thought some subjects were not as relevant as others; or that the assessments went into alot more detail than was needed (eg surveying - using a water level to survey land. Very interesting though not practical for the times we are in.)The tutors were helpful, particularly Jeffrey Happlin; always quick to answer emails and would even call you to help. In saying this i was disappointed in another tutor that wouldn't answer emails (waiting for weeks).All in all a good experience that suits a fast or slow pace depending on how much time you have. Would definitely use Open Colleges again in the future."
5,2019-08-17T04:24:01.000Z,I found it an amazing experience but…,"I found it an amazing experience but did at times get confused as i did a business course and they modules contained were assuming you owned a business already. If i owned a business,  i wouldn't need to do the course because i would have already known what i needed to know so the course itself would have been a waste of time and money. Keep it for someone who doesn't own a business or operate one but for people who want to own/operate a business"
1,2019-08-16T23:08:32.000Z,DO NOT ENROL WITH OC,"My daughter was pressured into signing up, even though she was only making enquiries. She had only just turned 18, so really wasn’t prepared for this type of pressure. The cost is phenomenal, and the lack of support and punctuality of trainers has made for a difficult time in trying to study the course.  She sent an email asking to cancel, however she was told she must continue paying, which I believe is unethical.  She then asked if she could transfer to another course, for which they declined.  We would NEVER recommend Open Colleges to anyone. This is placing an emotional and financial burden on my daughter and I am seeking legal advice."
3,2019-08-16T06:57:42.000Z,Some good things and some not so good…,Some good things and some not so good things. Would I choose them again?? I'm really not sure..
5,2019-08-16T06:21:29.000Z,recommend Open college for finance studies,Course units were well planned and the use of Absolute Accounting throughout the course was excellent.Definitely would recommend Open Colleges for anyone wanting to study finance.
4,2019-08-15T22:19:59.000Z,Overall a good experience,Overall a good experience. I would recommend this course for experienced construction industry people only. The assesment questions are very broad and sometimes difficult to know exactly what the requirements are.The Assessors are really good and genuinely helpful.
5,2019-08-15T09:37:53.000Z,Great communication and hellpful…,Great communication and hellpful learning tasks
5,2019-08-15T08:00:32.000Z,A great way to study,"Open space was always great, had no problems accessing anything needed. Trainers were available for any questions just had to wait for reply. I would study with Open Colleges again."
2,2019-08-15T02:03:16.000Z,Disorganised and not enough preparation…,Disorganised and not enough preparation for the last prac what to expect. Practical skills for the last placement was very rushed
1,2019-08-15T01:39:59.000Z,Would never recommend open colleges,Would never recommend open colleges. Terrible layout of assignments which have multiple spelling and grammar mistakes. Often the questions are worded so poorly you can hardly understand what is being asked.
5,2019-08-14T23:21:12.000Z,Having Ronnie Clarke as my assessor got…,"Having Ronnie Clarke as my assessor got me through the last part of my Diploma.  His enthusiasm, encouragement and genuine care and professionalism made all the difference.  He had the ability to make me feel that there was nothing I could not do and that really made me feel so proud of myself.  Thank you so much, I could not have done it without you.Anyone thinking of doing a Diploma of Youth Work, do it.  You are in great hands."
5,2019-08-14T14:07:47.000Z,Thanks open Colleges for so much help,Thanks open Colleges for so much help! I am just so appreciate for all u did for me!
5,2019-08-14T10:05:27.000Z,Certificate 4 disability course review,"Open collages was great, the flexible study choice allowed me to fit my study around my life. Always someone to talk to when having trouble , the team of open collages were super helpful."
3,2019-08-14T05:41:17.000Z,Overwhelming,"For someone who finds it difficult to write, this became a frustrating and overwhelming experience. Only with the help of Sarah-Jane was I able to complete this. She is a lovely and very supportive person and a great assess to OC."
1,2019-08-13T22:42:16.000Z,Would not recommend...,"I completed a Diploma of Community Services with Open Colleges recently. I would not recommend them to a friend.It’s all very unprofessional and unorganised. For a start, the course content and assessments have spelling mistakes in them.I was waiting to complete my work placement in Fiji like I was told I would be able to, at the last minute it was cancelled as there weren’t enough people interested in going. At no point was a I told that would be a possibility. Then once I’d found my own placement, Open Colleges took months to approve it, making both the work placement employer, my current employer and myself wait. I was sent a training plan of everything I had to complete and a time frame to do so in. I adhered to this and worked flat out to complete all the assignments in my placement logbook, only to later be told that the training plan didn’t matter and was to be ignored.Overall, they were very unprofessional, extremely slow in getting any support, feedback or assignment marking and I definitely did not get my money’s worth."
5,2019-08-13T22:28:09.000Z,I have completed Cert4 Photography &…,"I have completed Cert4 Photography & Photo Imaging and could not be happier, great course and very helpful trainers, nothing was a problem for them,  highly recommend Open Colleges."
5,2019-08-13T22:21:27.000Z,Excellent customer service although…,Excellent customer service although site could do with a revamp it’s a little confusing when asked to use Pinterest
5,2019-08-13T11:04:23.000Z,Although it was challenging to stay…,"Although it was challenging to stay committed the feeling afterward is amazing. The staff we’re understanding, patient and helpful especially Travis and I’m so proud of myself for sticking to it. Thankyou open collegesKristy x"
5,2019-08-13T06:31:29.000Z,it was an great experience and the help…,it was an great experience and the help that was provided was excellent. Thank you.
5,2019-08-13T02:00:46.000Z,Open Colleges was easy to work with,"Open Colleges was easy to work with, everyone was from support to Assessors were approachable and very helpful with all questions."
3,2019-08-12T22:57:39.000Z,My online learning experience,Online learning is not the easiest mode of study. It suits people who are highly motivated  and can manage their time effectively.  Overall I found the experience enjoyable although it wasn't without it's difficulties.Persevere and keep in contact with your trainers and you can be successful too!
3,2019-08-12T22:18:27.000Z,takes 10 business days to have…,"takes 10 business days to have assessments marked ... MORE if you had Jana who thankfully has now left, so  i would like to say things improved once she had gone but i was at the end of the course by then so can not say. I even applied for an extension due to her slowness and lack of professionalism towards this job.  When i signed up to this course it was only 5 days, if i had known they were to double the wait time i would of not gone with Open Colleges.. Michelle and Sharon have been an absolute joy however! if i had of been working with them and not the snarky, rude and extensively late Jana i would not of marked the whole College as so low. The Course work is repetitive and dose not include a first aid course which all employees need to do for this role so why would you not include it! Being online you rely on their website to be fully functioning which it often is not! uploads are slow, downloads not always available."
3,2019-08-12T08:25:56.000Z,A need to update course materials,"There were numerous instances where the links to additional learning materials were no longer working. Additionally, some of the course activities had not been updated for some time. It is a little disappointing knowing that you paid for certain services and they are not maintained regularly."
2,2019-08-12T03:48:20.000Z,Average experience,I thought the teacher was amazing but that’s where it stopped. Having different Intakes at different times on the same course I and other people In the class found it confusing and distracting that people were at different levels. I also thought that communication between the college and student while on work placement was very poor. Also communication after work placement was minimal which made finishing the course take a lot longer then it should have. Also communication with admin was badly organised regarding payments. I personally would not recommend open colleges to anybody in the future.
5,2019-08-12T02:12:35.000Z,Definitely worth it!,"Supportive, self-paced learning with assessors that provide encouragement and valuable insights on topics assessed.I would recommend Open Colleges. The course content was challenging, up to date and presented in a stimulating manner.One suggestion though - response to emails querying assessment requirements is too slow (sometimes waiting up to 10 days for response)"
4,2019-08-10T21:36:14.000Z,My Experience at open colleges was…,My Experience at open colleges was really good - the trainers are fantastic however I did have many issues trying to upload my files for assessment. I changed my phone and computer trying to fix this but it persisted. All I did was take a 5 minute video on a IPhone and the only way I could upload it to open colleges was either through sending a USB which took over a month to upload or Google play which took over 5 hours to upload.It should not be such a stress to upload files. Apart from that I really enjoyed the experience Thank you so much Deidre and Inneke you guys are greatJason
4,2019-08-10T03:55:30.000Z,The overall structure and delivery is…,"The overall structure and delivery is terrific. Getting help is easy. However the information on learning difficulties, in particular Dyslexia is outdated and not in line with current research and best practice. Marking takes weeks, but the feedback is useful and comprehensive."
5,2019-08-10T00:12:16.000Z,Top Notch Education.,"I have not been a student for long but my experience with OPEN  COLLEGES has been fantastic and I`ve had the necessary support all the way. They have been very patient and helpful. Yes, I would recommend them as a top notch Institution to study with. No regrets from this end."
3,2019-08-07T09:59:23.000Z,Great content and set out but there were too many video presentations,"The content was set out really well and I enjoyed the learning side of things. I enjoyed the layout of information broken by videos. I also liked the diagrams as it helped my understanding of information. However, there were so many videos and I had many complications uploading my videos. Having a video link on how to compress videos on different devices would be helpful if not already in place. I would have liked to know before the course started that there were so many videos. If there were another way of doing these presentation assessments that would be much better. Even possibly doing a document taking photos of start middle and end of a task instead to minimise the videos. Also it usually took me a day to upload my videos which is time consuming and could have been spent on completing more content and finishing the course faster."
1,2019-08-07T07:09:30.000Z,Open Colleges has been an enormous…disappointment,Open Colleges has been an enormous disappointment. This is my second Diploma with them and my first experience was very positive. However it appears they have lost their ability to appropriately manage and support their students. An absolute shemozzle this time around so unless you like chasing up this College several times to gain any traction for anything. Don’t use them.
1,2019-08-07T05:20:27.000Z,Open Colleges are NOT worth going…,Open Colleges are NOT worth going through.They are full of con artists and liars. They take money from accounts outside of the agreed schedules and refuse to refund. I signed up for Open Colleges in 2015. FOUR YEARS AGO!!! I have had letters from my doctor stating I am unable to study due to working full time and an ongoing psychological injury and they did not want me overwhelmed by adding full time work into the mix. Since being denied the right to cease study I have had to pay every fortnight. The stress from this was also included in my suicide letter because they threatened me with debt collectors after I had been off work for a month with a further psychological injury caused by domestic violence. Do NOT go through this company. They are a gross representation of a place to study.Thanks for taking money outside of the agreed schedule. NOT!!!!!
5,2019-08-06T02:50:45.000Z,Great collage,Great collage always available to help you when needed
1,2019-08-01T13:26:12.000Z,Very poorly constructed course… complete waste of time and money.,"Very poorly constructed course materials. Limited support. Have to wait days to receive any guidance on questions. Typically are forced to wait weeks to receive any feedback on assignments. Even if it is a  simple rewording of a single question they requested. A period of 3 months no staff were employed to mark assignments.  Assessments so poorly worded that industry professionals I sought out for assistance could not decipher what they were asking. No support with practical placements. There have been multiple issues with their technology. I will be filing an ombudsman complaint. This has been a complete was of time, money and stress. I will be re-enrolling in the same course with a different company. After scrolling trough a few pages of the other reviews on this website I can see Open Colleges have responded more quickly to these reviews than they ever have to course enquires or assessments. Perhaps if they focused more on providing a good student experience they wouldn’t have to worry about managing reviews so much."
2,2019-08-01T09:51:35.000Z,Some course modules not appropriate,"The course was pitched too high in many instances.  There was little support from markers and availability to discuss matters was limited to certain hours of the day which does not suit when you are running a business.  The last module on business management was too difficult.  I had to enlist the assistance of a qualified accountant who also had issues with the way the assignment was worded and the expectations of the markers.  Markers also became sarcastic and unhelpful when more information was requested to assist in learning.  Online learning is difficult enough without resorting to sarcasm.  Some assignments had 'excellent and outstanding, comprehensive answer"" on feedback to only get a pass.  Not a great experience all in all."
1,2019-08-01T00:07:10.000Z,Appalling,"Appalling. I studied Certificate IV in Disability. The course content was riddled with errors. The assessments were not well planned, contained many errors and took up to 27 business days to be marked. I did my placement with no support even though I contacted the school multiple times desperately asking for my checkpoints to be scheduled. I am utterly disgusted and would NOT recommend it to anyone."
4,2019-07-31T09:25:23.000Z,GREAT SUPPORT FROM ASSESSORS…,GREAT SUPPORT FROM ASSESSORS THROUGHOUT.STUDY MATERIAL IS OK CAN BE BETTER AND MORE PRODUCTIVE.
4,2019-07-31T06:44:59.000Z,I found that Open Colleges was the…,"I found that Open Colleges was the right way for me to study. I was easily able to access everything through the internet and was able to work full time and be able to study when it suited me, and at my own pace. I found the trainers and assessors that I worked with throughout my course, very helpful and supportive and would definitely recommend studying through Open Colleges to others."
1,2019-07-31T02:39:58.000Z,Underwhelming to say the least.,"Would not recommend!Marking feedback is ridiculously slow.Content is not always relevant to assignment questions.Assignment questions are so ambiguous, then teacher response is so delayed when you do email.Would never enrol in another course here again.Platform through which they deliver content is always malfunctioning and makes it incredibly difficult to complete anything in a timely manner."
