star,date,title,review
1 out of 5 stars,2021-11-02T07:15:41.000Z,Warning...read me.,"If you are considering applying to Open Colleges, I would please urge you to take the time to read my review.I have been a student at Open Colleges, I have completed a Diploma of Community Services and Certificate IV in Disability; I have also been to a reputable education provider (the University of Technology Sydney - where I completed a Bachelor of Nursing with Distinction).The Staff are very happy to accept you into their courses, they are more than happy to accept payments for courses also. However, when you are enrolled the course coo... Read morerdinators or lecturers (if you can call them that) rarely respond in a timely manor. Combined with this the learning content is very vague, there is no prescribed textbook, I rarely saw material referenced which made me do some digging whereby I found a majority of their data was and if not all was taken from Aspire manuals whereby they have bastardised or re-written it for the most part to suit their needs (very poorly and might I add the Aspire manuals give greater depth and learning than their Open College counterparts).

Much if not all of that information that is conveyed to students will be required to be responded via many links and comments sections throughout the content; this learning is further consolidated through assessments, these assessments are a combination of both quizzes and written assignments - they do not allow any margin of error which has led to many of my quizzes - causing a 24 hour lock out to repeat quizzes; assignments - taking weeks to mark, should errors be identified assessors provide very limited or basic feedback (that often left me more confused than it being marked prior). I thought it would also be prudent to mention here that Open Colleges has recently introduced a $30 fee for remarking assessments - which is ridiculous considering they have already been paid as part of the purchase price for the course in the first place.

This brings me to the work placement components...I have had many conflicts with Open Colleges in the past, they have refused to recognise work place learning (when I have worked in Nursing/Disability), they have workplace portfolios that are very very large that take an enormous amount of time to complete, the workplace portfolios often are sent backwards and forwards to students - due to errors that can take months to complete. Work placements are required to be located by students, this is a cause for great distress for many students there are many forums that exist whereby students have all but given up on finding a placement, which begs me to question - if they have already had a number of students that have completed their qualifications...would they not have a list of workplaces that students could contact, alas no this is not the case; I can attest to this fact having being enrolled in another two Open Colleges courses: Certificate IV in Youth Work along with the Certificate IV in Alcohol and Other Drugs/Certificate IV in Mental Health - both that ""disappeared off my profile"" and subsequently told by Open Colleges that my work was for nothing following not completing the course within their timeframe - Yes, Open Colleges, this is due to the vast proportion of Australian businesses that refuse to admit your students to their workplaces; this does not come at a surprise considering much of the content is basically re-written from an Aspire manual and has little to no referred or referenced source for the location of the content and where it is coming from."
1 out of 5 stars,2021-11-01T05:42:07.000Z,Worst study experience ever!,"From administration, to content to feedback and support, this has been the worst experience - that goes beyond anything I could have imagined. I would hate for anyone else I know to have to experience this so please I urge you to stay away from this online institute!"
5 out of 5 stars,2021-11-01T04:25:24.000Z,Overall a good experience,I have received excellent support from Open Colleges right throughout my Certificate IV for Mental Health. The student support team have been amazing at resolving my queries and the assessors have been extremely responsive.
5 out of 5 stars,2021-10-28T11:40:33.000Z,Sooo glad I applied!,Content was great.  Help and guidance was always available by both support staff and the trainers/assessor.  So proud of myself for taking the leap.  The team were amazing with answering any questions I had and the communication was amazing.  I have no regrets - thanks to them I am now in my dream career. Thank you!!
1 out of 5 stars,2021-10-28T08:24:29.000Z,Don't sign up with Open Colleges - Go to a different provider,"I signed a payment instalment agreement with open colleges. It has been brought to light that THEY made an error and now they are saying I need to pay the full amount not what I agreed to. Open Colleges keep referring me to my agreement with them but amazingly the payment instalment agreement they are saying doesn't matter and I have to pay what they tell me. I have advised Open Colleges they cant do that, they need to honour the payment instalment but they are saying they don't have to because it doesn't match what the course fee should be. Th... Read moree cancellation/refund and complaints only benefit Open Colleges. There needs to be a class action against Open Colleges. Please if there is a lawyer reading this please act on our behalf - open colleges cant keep doing this ro people !!"
1 out of 5 stars,2021-10-28T02:34:25.000Z,Do NOT recommend,Zero stars would be a better reflection of my experience with this RTO. Student support is non existent.  Hours on hold when trying to call. Nil response to emails. Modules locked on the student portal when they should be unlocked for completion.  100% do NOT recommend.
5 out of 5 stars,2021-10-27T23:21:40.000Z,Student support through open colleges,Highly recommend reaching out to student support when needed! Assessors have been great and get back to you very quickly with any questions or support needed. Over all had a great experience studying with open colleges.
4 out of 5 stars,2021-10-27T04:13:44.000Z,Amazing!,Open Colleges we’re great with me! Very understanding that I needed more time to complete my course due to Covid and the assessor were always there to help and rely quickly.
1 out of 5 stars,2021-10-25T06:54:11.000Z,"Uncaring, difficult. Waste of money","My husband paid in full for his course and applied for a refund 6 months in after I had a stroke requiring him to be my full time carer as it was obvious he would be unable to complete it due to looking after me. He did ask for an extension but was told it was too early  After supplying a Dr certificate stating as such we were advised we didn't provide enough evidence. What the hell else do you need? My brain bleed scans? So too be bad so sad but we will give you an extension. No special consideration. Normal refund rules apply. Thanks for nothing open universities.WORD OF ADVICE, DO NOT PAY IN ADVANCE!!!!"
1 out of 5 stars,2021-10-22T08:31:51.000Z,Such a terrible college.,"I completed a cert III in individual support and never received my qualifications. The only time they will contact you is for money.  I’m disgusted and furious with this college. Will never attend ever again. I don’t recommend this college to anyone. Also I had work placement and my facilitator only showed up once during the 2 whole weeks , other people noticed how un professional she was. It was appalling and embarrassing."
4 out of 5 stars,2021-10-22T04:30:43.000Z,"A self motivated online study a great challenge very happy with my results, and support from Open College.",It is indeed a very in-depth course Education Assistant Cert III.  You have to be very self-motivated to study Online and be committed to spend at least 15 - 20 hours per week.  I did enjoy the course and looking forward to work at the Primary School.  The Assessors and Student Support was great with support and assistance during my study time and they do explain each Module in the Webinar's.
1 out of 5 stars,2021-10-21T01:21:17.000Z,Charge you full price despite not logging in,"Never logged on, never completed any course work. 7000+ charged in full. Never again, they just want your money, couldn’t care less if you actually study. Total rip off. Beware"
4 out of 5 stars,2021-10-19T06:07:20.000Z,Rising to the challenge!,"The Diploma of Community Services is just the challenge that I needed to spark my motivation to learn. It is very in-depth and requires a fair amount of self-study and research to complete the assignments. The staff are very helpful and offer support in a variety of ways. It took me longer to complete than I planned due to the pandemic making it challenging to find work placement but once I got that, it energized me to complete the course."
1 out of 5 stars,2021-10-18T07:50:36.000Z,I was left at such a disadvantage!!,"I have just Cancelled my youth work diploma with Open College!  what a disappointment, halfway through my studies the assesses and the platform itself has sent me back six months of  “ One “assessment needing to bere- submitted 4 times and in four different colours like you were in kindergarten.If you are serious about up skilling and making a difference in your career  shop around and further your studies somewhere else.When speaking to the careers officer she added no help or any assistance of value, expect for a massive cancellation fee! Not only did I get disadvantaged via a non response via emails, when I did get a response there was no direction from your teachers or any student support!!! What a rip off….. of $10,210.00Course."
5 out of 5 stars,2021-10-13T07:49:18.000Z,that was a fantastic experience that I had with open collage,"doing this course was my excellent experience. notes was very clear and understandable, teachers are very responsive and the students support online team also was very responsive and on time replier."
5 out of 5 stars,2021-10-13T04:49:34.000Z,Rosan Lal,Excellent teaching and mentoring by Mr.Rosan Lal throughout the course.Course content were excellent. This course helped me to get a Team Leader Job in disability.I am extremely thankful to everyone who helped me out.
4 out of 5 stars,2021-10-12T05:00:54.000Z,Great course,Good communication with students and assessorsRelevant documents and easily navigated.The course feedback is good but not super constructive but it gives a good view of what you need to work on.
3 out of 5 stars,2021-10-10T01:29:40.000Z,Bare minimum,"I was satisfied with the course content but the support from the assessors was not very good.Not once during the whole course did anyone contact me to offer academic help. Its fine for student support to email you generic encouragement and help with non academic issues. It also a good feature having the chat support option. However I couldn't tell you any of the assessors names or what they sound like because not one of them has ever contacted me unless I initiated it. Wee they did get back to me it was always an email a week later that didn't... Read more really help with my academic question. A question a quick phone call could have resolved.
I accept they are busy people and have a lot of students and marking to do but there is no doubt that students should be getting a call from faculty on occasion to discuss the course they are doing."
5 out of 5 stars,2021-10-07T22:00:23.000Z,A good experience,"The course was relevant, useful, informative, and educational. well structured with clear guidelines. Course  material was relevant. Most trainers were helpful, with quick feedback given clearly.I would recommend this course to others as Open Colleges delivered as promised."
5 out of 5 stars,2021-10-07T06:28:09.000Z,Certificate 4 in Mental Health plus AOD,I really enjoyed the course and found the content to be thorough and informative. There was definite challenge with the assessments and practical tasks. Alot of information was presented in an interesting way. I loved it!
4 out of 5 stars,2021-10-06T06:39:36.000Z,Keep up the good work!,It was perfect for me as I work full time and a mother of 3. Did not like the video part. Some bits I found hard but other bit were easy.
1 out of 5 stars,2021-10-06T01:51:40.000Z,I wish I did proper research,"I am currently doing a Diploma of Human Resources Management and I really wished I did my research or read the reviews before signing up and paying x amount of money for this. The material itself is all theory with minimal interactive learning activities. You do not hear from open college and reaching for support is minimal. Just the generic responses. Some assessors take up to 2 weeks to mark your assessments. The assessments contain questions that are not clear. The assessments also contain multiple components that can take up to weeks to do.... Read more Also they make you resubmit the entire assessment if you miss out on a tiny little part that is technically irrelevant. 

I've now had to request to extend my course and each time I have to extend month by month and waiting for approval. Are you kidding me? I am paying for it. Ridiculous. They don't take into consideration you working full time and that you are experiencing a pandemic in VIC (longest lockdown in the world!) and that may take a toll on your mental health and so there may be a lack in motivation to study. Instead they request for a doc certificate. I'm an adult and understand my responsibilities, however I signed up without anticipating a pandemic. My advice would be to take into consideration your time. If you work full-time, this may not be the right course or academic avenue. Also if you are more of a hands on learner then definitely not. I am now aiming to get this diploma and get the hell out of here."
5 out of 5 stars,2021-10-05T22:15:46.000Z,Diploma of Social Media and Marketing,"An amazing process from finding the right course up until graduating, Thankyou Open Colleges for the great experience and support throughout my studies, I look forward to studying with you in the future and will recommend you to friends and family.Thanks again :)"
1 out of 5 stars,2021-10-05T12:08:14.000Z,Absolutely beyond disgusting service,"Couldn’t find placement due to current covid situation in Victoria , tried to make me pay for continuous extensions till I found placement contacted 115 organisations to no avail , they’ve refused to give my money back which was paid in full or give me a transcript , I walk away with out $3890 and no RPL or certificate, honestly extortion at its best !"
5 out of 5 stars,2021-10-05T08:53:29.000Z,Great course with in-depth learning,Certificate IV in Accounting & Bookkeeping qualification was a great course with in-depth learning. Teachers were fast with grading and providing great feedback along the way. Working in the industry already I felt that everything I learned was very relevant.
5 out of 5 stars,2021-10-03T22:20:02.000Z,Cert III Education Support,I have really enjoyed studying the Certificate III in Education Support and have found the Trainers and support staff very helpful. The content is very interesting and I have learnt a lot.
5 out of 5 stars,2021-10-01T02:24:28.000Z,Love it!,"This course has been amazing from the very beginning, it covers so many aspects of graphic design and I'm very happy I decided to go with Open Colleges! The assignments are well put together and gets you prepared for real clients and starting your own business. I would highly recommend this course to anyone who loves design!"
5 out of 5 stars,2021-09-28T06:54:13.000Z,I have loved studying my Diploma in Community Services with open colleges.,I found the course very relevant to the type of work I would like to get into.I found the teachers very kind and supportive.The pre recorded walk through modules were a great help for me.
5 out of 5 stars,2021-09-28T02:46:27.000Z,New exciting career,"I am very happy with my decision to start a Diploma of Graphic Design course. I think that the studying process is very interesting and I don't think that it is super challenging, it is exciting if you are really into this industry. I must say that some  links in the studying materials lead to the non-existing pages which should be fixed. I am happy with my assessor MD Faridul, he is supportive, helps with the studying process and provides feedback quickly. I've got some great knowledge from this course and already started to earn money with this knowledge."
5 out of 5 stars,2021-09-23T09:53:41.000Z,Photography and Photo Imaging,"This course is educational! It challenges you and prepares you for a starting career in photography. The course content is easy to understand as there is both written material along with plenty of videos. And although the assessments are challenging, the student support and trainer support makes it easier and enjoyable to follow through. I recommend this course for anyone wanting to start a career in photography, however, prior basic camera skills and knowledge in editing would be helpful."
5 out of 5 stars,2021-09-23T05:08:14.000Z,New Beginning,"I was very satisfied with the teaching and content. It was challenging, which is what I wanted. The course wasn't overly difficult. It definately made you think and explore options, which I really enjoyed."
5 out of 5 stars,2021-09-23T01:37:18.000Z,Given me the tools to pursue a rewarding career in Education Support,"I found the course and it's material to be very relevant, easy to navigate and understand. This course is by no means easy, however it is enjoyable and engaging. I have had wonderful support and feedback from all of the trainers and assessors, and would highly recommend this course if you would love to pursue a career in Education Support."
5 out of 5 stars,2021-09-22T07:31:46.000Z,Perfect course for what I wanted to achieve,Course content was appropriate.Course was difficult but the material provided and on line library content was great.Student support was amazing and easily accessible.Online material easy to navigateHighly recommend this course.
5 out of 5 stars,2021-09-17T04:59:53.000Z,Great Online Learning Platform,"I have thoroughly enjoyed all aspects of this course.  It has helped me reignite my love for everything horticulture. I found course assessors very helpful and easy to liaise with, and learning content was thorough and easy to read through."
5 out of 5 stars,2021-09-16T07:46:05.000Z,I had a great experience,I enjoyed every aspect of the course . The teachings were easy to understand and the course content was relevant to the study with a lot of resources available. The supervisors were very helpful and encouraged me every step of the way.
1 out of 5 stars,2021-09-16T06:02:11.000Z,Find another learning provider.,"One star for the good educators and the customer service reps there, besides that:Long waiting times for assessments to be marked.Tons of spelling mistakes and typos on the learning materials.They say you can defer your studies for up to 3 months but then claim it does not apply to online learning.They will give you extensions, as long as you keep paying the fees, even when you have explained your financial situation is not the best at the moment.Most importantly, if you decide to stop the course, it doesn't matter how many units you completed, (I completed 6 out of 9) if you don't do the practical part of the course (which is one unit), your completed units don't count and you won't get a transcript.Stay away from this provider."
5 out of 5 stars,2021-09-15T07:27:02.000Z,Great online school to complete a Cert III in Dental Assisting.,"Happy I did my DA course with Open Colleges, I have nothing bad to say.All the staff were there when I needed them, the study buddy system was great!The theory content was up to date, thorough, and the tasks helped tie everything together.My Workplace Supervisor Dorina Iancu always answered all my questions promptly, she was extremely nice and made my placement process run smoothly. The Assessors got back to enquiries and grading in good time. Also, the student support team were very flexible, I had to extend my course a couple of times but they were very understanding and accommodating!Overall, I would 100% recommend Open colleges! :)"
1 out of 5 stars,2021-09-13T03:00:15.000Z,Beware and read the older reviews.,"Beware and read the older reviews. They are currently promoting students to write positive, but the overall experience is more inline with two weeks ago. The company is all about making money and does not care about you and you learning experience. With so many providers on the market, I advise you to go elsewhere."
5 out of 5 stars,2021-09-10T12:39:07.000Z,Dental Assistant,"Dorina Iancu is an Amazing Educator exceptional and has a clear message as a Assessor very knowledgeable and encouraging supportive when needed to be. Intuitive informative takes time to be specific with every single student. I have studied a lot of courses and find open space colleges has the best online course. The structure and how it is delivered. I still can't get my head around it because it's so intelligent. The question of how difficult did you think this course was although at the same time it's so clever in the way the presentation ha... Read mores been formatted, there is a lot of content simplified to make it so clear to understand for the students .... Nothing is easy! This is a life changing experience for me and the support staff extremely helpful professional warm and friendly.  I still have a long way to go. But loving every step I am taking towards a Career as a Dental Assistant."
5 out of 5 stars,2021-09-10T11:27:57.000Z,This is perfect really,"Unit1. I learned a lot from taking this course component.2. The goals of the course component were clear.3. The goals were achieved to a significant extent.4. Topics and assignments were relevant to my professional development.5. The course component was stimulating.6. It also contributed to my spiritual growth.7. Online Classes participation was a meaningful part of the course component.8. The workload of this course component is realistic.9. I put my best effort into the course.... Read more
Instructor
10. The instructor showed enthusiasm for the course component.
11. The instructor displayed familiarity with the course material.
12. The instructor was well-prepared for each session.
13. The instructor made good use of examples and illustrations.
14. I was encouraged to think for myself.
15. The instructor was interested in the students and their progress.
16. The instructor was available for individual discussion be email & The teacher was very helpful
17. The amount of material covered was appropriate.

Assessment
18. The feedback given in written and practical work was helpful.
19. The topics and assignments were at an appropriate level of difficulty.
20. I feel that my assessments to date reflect the level of my effort."
5 out of 5 stars,2021-09-10T11:22:25.000Z,Graduated from Open Collages.,"I have completed the Dental assistant certificate 111. This was not an easy task for me as I live in a remote area and am in grade 12. However, The lecturers and tutors have been so approachable, and the coursework has been designed to support my entry into academia. Especially my last teacher, who was extremely helpful and encouraging, and directed me to take a comprehensive approach to my final assessment to finish them. I greatly appreciate my teacher firstly and secondly. The student support service also gave me more support their generosity overwhelms me. Thank you !!!"
4 out of 5 stars,2021-09-07T08:29:50.000Z,University open college,I was very satisfied with the teaching course content. The teacher was very helpful when questions were put to him.I found the couse was just right in its difficulty.
2 out of 5 stars,2021-09-07T03:24:11.000Z,Poor response to enquiry,"Courses unsuitable for school based senior high school students. The ""advisor"" who  spoke with me was completely clueless about the Australian education system, did not listen to my questions and had a poor attitude. Taking my money elsewhere!"
5 out of 5 stars,2021-09-06T04:43:49.000Z,Certificate IV in Web-based Technologies,"I'm more than happy to have found this course. The good points: It was well structured. It gets increasingly harder as we go deeper and I think that's how it should be. The student gets to be more independent and self-reliant, I believe it is expected that one becomes so. Although we are told that it may take 10 days for assignments to be marked, I never had to wait anywhere near that long.  The feedbacks are fair and I completely loved the suggestions the teachers gave me to help me improve and make my assignments more comprehensive and of cou... Read morerse, they give you an opportunity to re-do and to test your understanding.  Long-distance study is a challenge in itself, the self-discipline to keep your study time intact, away from work and from family demands can be, at times, overwhelming. But Open Colleges offered help, tools, suggestions, and guidance and I'm very grateful for that. I also had to suspend my studies at one point in order to meet work demands outside my regular hours of work and to extend it a couple of times when I fell behind and I had nothing but support to do that.  The not-so-good points: the only things I could point here is that at times some links to references were broken and some spelling mistakes. However, they were far too few of them to stop anyone from understanding the context of the articles and nothing to stop you from Googling it yourself nor asking the teacher to clarify it if it came to that.
I loved this course and I fully recommend it if you want an entry point into the digital world!"
1 out of 5 stars,2021-09-05T21:54:09.000Z,The worst of the worst!,I can’t even begin to describe the thieves that run this shabby institution. They are so shady in their dealings and students shouldn’t go near them.Terrible terrible experience!Do not be duped!
5 out of 5 stars,2021-09-03T07:38:06.000Z,If you’re thinking of studying online this is the perfect place to be!,"Open colleges has helped me to continue with my study , it was a convenient way for me to continue studying , they are flexible easily approachable. The resources are easily accessible. Assessors are very professional and helpful. I"
5 out of 5 stars,2021-09-03T02:57:50.000Z,This is a perfect place to start your online learning,"I satisfied with teaching and course content, and it provides helpful information for my assessment. The course was full of information and was easy to find some helpful learning support as I required."
5 out of 5 stars,2021-09-03T01:33:34.000Z,Fantastic assessors as well as Student Support,Due to personal circumstances I have had setbacks but now back on track to completing this course.  All the assessors  have been so prompt to grade my submitted work and Student support has put together a study plan with time frames to enable me to move swiftly through the course. I would highly recommend Open Colleges for your future study options.
5 out of 5 stars,2021-09-02T11:58:19.000Z,100% Awesome Assesor,"excilent, teacher best assersor, could not express my gratitude. some of the topics are a bit difficult but it manageable. with lots of reseach and hard work it was pretty good"
5 out of 5 stars,2021-09-02T05:40:53.000Z,Perfect place for study,"I am satisfy with the teaching and course content. Assessors and trainers are so supportive who help us in finding the answers. It is easy to contact student support in case of emergency. In the beginning, the course was difficult for me but later with trainer's support I finished most of my studies.Thanks"
5 out of 5 stars,2021-09-01T06:40:09.000Z,"pearl was so kind, patient, encouraging and helpful.",I am currently enjoying my course. I have been confused in starting.committing to a new field has been difficult.I found the people i interacted with helpful.i appreicate how encouring pearl from student support was.
1 out of 5 stars,2021-08-31T15:10:41.000Z,*zero stars*DO NOT ENROL. DO NOT SIGN UP. DO NOT GIVE THEM ANY MONEY,"I cancelled my enrolment 24 hours after enrolling as I read the reviews.I had zero contact from them in regard to the status of my refund.I had to call them every 3 days for 3 weeks to check and each time I was told some story about not being able to contact the finance department and hence unable to assist me further. Appalling customer service. Miserable assistance. It was only after I told them I had lodged a complaint with the Department of Fair Trading and that I had contacted my solicitor did I get my refund 5 weeks after cancelling.... Read moreI wouldn't have minded the lateness of my refund (the say it takes 14 days) if someone had been straight with me and actually had communicated clearly with me at any point. I shudder to think what studying here is like. After reading the reviews and my own experience, I am so glad I withdrew. STAY AWAY FROM HERE."
5 out of 5 stars,2021-08-27T02:35:54.000Z,Wonderful and supportive.,"The course content is plain and simple and easy to follow. The module system works well for me.The course, whole challenging, was a great way for me to learn and gain knowledge of the ECH industry."
1 out of 5 stars,2021-08-26T07:18:32.000Z,save your money and go elsewhere,"the most annoying assessors and the STRUCTURE of the course was the worst thing about it. Soo pointless and I am already in the industry of what I was studying my diploma of, even people that I work with have said this stuff is pointless and the structure is ridiculous. I hate the marking and honestly everything about it is annoying. I get so agitated thinking about it, 4-5 week waiting time for marking are you serious? I need the completion ASAP. sooo frustrating GO ELSEWHERE"
5 out of 5 stars,2021-08-26T02:02:43.000Z,Support Staff are Excellent!,"The support staff were amazing. After some personal troubles that pushed back my studies, they granted me 2 months free extension to allow me time to catch up. They were kind and understanding. I have enjoyed the freedom of doing my studies self-paced and online with Open Colleges."
1 out of 5 stars,2021-08-18T02:55:55.000Z,Waste of time and money,"I tried to contact the trainers and staff for assistance with multiple assessments and heard nothing back from them, only to find out their accounts were deactivated, the other students within the course were struggling to even find assistance and one ended up messaging me outside of the OpenColleges hub to tell me they are cancelling their course due to lack of help from the so-called ""trainers"". They lack any sort of professionalism and do not help out the students, they are an institution only looking for your money and nothing else, expecti... Read moreng you to understand concepts without their added assistance. A horrible place to study and if there is TAFE or University options available I would highly recommend, I have since been studying at university since I cancelled the course and I have found the learning experience immensely better than what was offered at OpenColleges, you can actually talk to staff and ask for assistance, plus build relationships with fellow students more frequently rather than the once in a blue moon reach-out you might find in this absolute joke of an institution. They are a scam masquerading as a place of learning, do not buy courses from here."
1 out of 5 stars,2021-08-17T07:10:49.000Z,ABSOLUTELY DISGUSTED!!,"I am absolutely disgusted in these people! I had a really bad injury in which prevented me from being able to complete my course , I then had to organise special consideration in which to their credit it was granted and a payment freeze was organised. However I have since decided to withdraw from the course as I didn’t enjoy it anymore and I sent multiple emails and tried to call to get withdrawn from this course and got no response instead they kept charging me. I’m not at the stage of trying to organise a payment plan as they’re trying to make me pay the entire cost of the course …"
1 out of 5 stars,2021-08-11T05:13:40.000Z,Stay away!!! Extortion at it's worse!,"Beware, special consideration team is a complete waste of time. They will extort everything and anything out of you. A complete and utter rip off. You can get this same course for $600 as apposed to their $5,200."
1 out of 5 stars,2021-08-10T05:47:10.000Z,ONLY CARES FOR MONEY,I ordinally signed up to Open Colleges as I thought it would be a great way to get the qualification I needed in a short time period instead of a few years. BUT I was wrong!! Since the beginning Open Colleges has not been helpful at all I am currently in the process of leaving the course with them and personally feel I should not have to pay the ridiculous amount of money needed to be paid on a 'cancellation fee' they only care about money.. if I am leaving due to them being inconsistent and un helpful I feel nothing should be paid. No consideration whatsoever
1 out of 5 stars,2021-08-05T03:41:46.000Z,"DO NOT. They do not care about you, your profession, or your life. They just care about money.",They seriously have no consideration for what people go through. My situation changed and I fell into some medical troubles. They demanded and defaulted it to debt collectors. OC = Garbage.
1 out of 5 stars,2021-08-04T05:14:23.000Z,scammers,If I could give them 0 stars i'm on disability pension and cant afford $1932  because of heath reasons  i couldn't finish course unfortunately and said to them that could keep the money that i have already payed because of medical issues they said i would to go threw special consideration team so i sent email they said would get back in 20 then the special consideration team said i have get medical certificate  from my doctor so i did that then the women special consideration team said wasn't good enough so i ended going to lawyer such lovely m... Read morean they said him i have get doctor certificate saying how long i have had epilepsy what type of medication how times i take my medication and had proof that in the disability pension so i got the medical certificate with thing they needed and i gave them proof that I'm on the disability   pension and then after getting all that the prove they wanted they still said i have pay the amount and when comes getting  assessments marked it took them forever to mark my assessments worse company for studying
1 out of 5 stars,2021-07-30T02:19:06.000Z,Scammers,"If I could give them 0 stars, I would. I recently enrolled with them at the beginning of July. After the cooling off period had ended, my state had gone into lockdown and my work had stopped giving me shifts. I had troubles claiming the Covid Disaster Payment from Centrelink so I basically had no way of paying my course.I first emailed the consultant who enrolled me into the course, asking how can I discontinue my course. I received no reply to my email.I called Student Support and the lady I spoke to , was actually really kind and unders... Read moretanding of my situation. She mentioned she couldn’t do anything on her end but had mentioned that I could apply for special consideration with documentation as proof. 

I filled out the form, I made it clear I had received no shifts by providing my rosters for the past 3 weeks since my enrolment, due to the lockdown in my state. I also included a screenshot of my manager texting me saying my shift was cancelled the day before of my shift - with the date and time shown. I mentioned I didn’t want any refund and to cancel without any fee. However, the person who was handling my case had no sympathy at all. He said I would still need to pay the remaining fee of $1817.20. The only options I was given was to pay $60 a fortnight or defer paying this off for 2 months. Apparently loss of work hours or termination of employment is not a reasonable excuse - even during the tough times that we are in. 

I haven’t even completed any parts of the course. I don’t understand how they still expect me to pay that amount when I have no shifts because of this Covid lockdown."
1 out of 5 stars,2021-07-26T06:20:53.000Z,$30 charge on 3rd attempt of assignment,"Was happy with the course until they started the $30 charge on your third attempt on an assignment. The information given by the assessors when you hand it up is never useful and the assignments themselves are written poorly so it's easy to make mistakes. Technical issues go with the online experience as well so this just adds to the problem. We are currently in a pandemic so money is a problem for everyone, so I can't see how they could think it's acceptable to start charging people money for simply making mistakes. We are here to learn not pay."
1 out of 5 stars,2021-07-23T02:49:38.000Z,Ponzi scheme for money,Stay away from them. They do not care about anything except for money. There is no student support and course i was enrolled in was poorly structured. They have good marketing team and they are at the top when you search for courses but after that their courses are not even recognised.
2 out of 5 stars,2021-07-19T23:25:05.000Z,Lack of support,The questions for the assessments are worded poorly and most don’t make much sense. The course material is made up of a lot of external links that don’t work. I spoke with other students that were having the same problems too. It takes 3-7 days for tutors and assessors to reply to questions regarding the assessments and the answers are usually just as poorly worded. Do not study with OpenColleges if you think you’ll need ongoing and consistent support
1 out of 5 stars,2021-07-15T16:28:27.000Z,My life is destroyed,"My experience with Open Colleges has caused me to stop trusting people. I filled out the first part of the online form and provided my phone number. After I clicked “submit”, I saw the second part of the form and decided that the institution wasn’t for me. I closed the tab, thinking that they would not have my number, since I only filled out the first part of the form. They have not let me live my life in peace since then. Every few days I get a phone call from them. I have told them, several times, very bluntly, that I am not interested and no... Read moret a dollar sign. I block the number, and they use a different number next time. Stalking me like this when they know I am not interested, trying to break me until I decide that I need them in my life and that I should hand over thousands of dollars just to shut them up, is actually psychopathic. I am now too afraid to answer my phone. I have decided that I will probably have to change my phone number now, as much as I don’t want to and shouldn’t have to, because I have no idea who to report them to. I am sick of being constantly violated, so I see no other option."
4 out of 5 stars,2021-07-14T11:01:03.000Z,Very good,"Satisfied with the services .appreciate the support given by the trainers .very helpful in developing my knowledge and understanding of the travel world , it has covered both theory and practical appropriately."
1 out of 5 stars,2021-07-08T07:42:47.000Z,Money Focused,"I signed up in early 2019 during what I now know as a manic episode. I was officially diagnosed with Bipolar Disorder in mid 2019 and my main priority and focus was on myself and making sure I was seeking professional help. I was completely unaware of my mental illness and it wasn’t until a psychosis episode that I realised it was something beyond my control. Discontinuing the course was the last thing on my mind. I emailed and asked for special consideration and asked for a full or partial refund however, I was told that because the cooling of... Read moref period had passed, I am not able to get a refund. So I provided documents to prove my diagnosis and psychiatrist and psychologist appointments to proof that this is in fact, a circumstance that is well beyond my control. I signed up unaware of my mental illness but they do not see it in that light unfortunately. Money has been an issue because of covid-19 but I guess open colleges don’t care about the wellbeing of anyone. They honestly do not care about anything except for their bank account.

If I could go back, I would advise myself to not sign up however, I can’t. So please DO NOT sign up to ANY courses with open colleges. They are only in it for the money and have no sympathy. If open colleges was a person, they would be ‘Karens.’ Please please please do not even consider signing up to any courses with them!!"
1 out of 5 stars,2021-07-08T00:51:05.000Z,Disgusting service,"If there was a 0 star option for this company I would choose that option. This people have no care or respect for there customers. I have lost my job and in financial hard ship and missed my cooling off period my one day due to lose of work and they are not even giving me any sympathy at all. They are making this so hard for me that I am in constant stress, and mental brake downs. Disgusting service. Dealing with some girl [Name Removed] who has attitude and is horrible at caring for people. Don't even no why she is still in her job. Can say fo... Read morer all you people don't study here waste of your money!! And disgusting people to deal with. 

I have gotten to the point that I am creating a case with consumer affairs to take this further...So take it from me don't go through them"
1 out of 5 stars,2021-07-06T08:59:37.000Z,A brothel has more integrity.,It takes 3 to 4 weeks for a single assessment to be marked after emails requesting why. You are left on your own with no actual support. Qld business do not like this establishment as they are unprofessional and ask for to much paperwork that is not industry focused.They drag out marking assignments so you are forced to pay for extensions. If you reside in QLD you are made to look for your own work placement and when they fail to give you information do not let your job placement contact them other wise open colleges will ask for $1500 for organising work placement!!!! The biggest white collar crime going when it comes education….
1 out of 5 stars,2021-07-02T03:26:27.000Z,they do not rate  re scammers,"Absolutely hopeless.  not sure the course was even accredited.Went to Resolution Institute as Open Colleges say they are a member. What a lie. Did not even respond.They fail to answer any enquiries give out dodgy contracts, courses are not even the correct ones enrolled in, refuse to cancel a course, refuse to give information about fees , just send you to a debt collector. Only interested in money however scam way they can get it. Do not give details to these people. They do not provide what they advertise and cannot be trusted. NO STARS They need to be exposed."
