star,date,title,review
3,14-10-2019,i would have liked more interaction,i would have liked more interaction with the teachers and a message from time to time checking on how i'm going with the coursei would have liked an email when i finished the course to confirm i had finished it all and saying congratulationsi found most of the modules really informative but some were just a few sentences more information would have been betterover all though i was happy with the course and it was easy to progress through the modules
2,09-03-2020,so terribly disappointing,unfortunately i don't have positive words for open colleges and the  diploma of social media marketing im too embarrassed to put my qualification on my cvfor me the course failed in so many ways to live up to its advertisingit was clunky poorly written and had many many gaps core skills in social media marketing were not taught  simple things that people doing a course at this level expect  like how to set up facebook pages websites blogs training materials contained missing information spelling mistakes poor grammar and information that is just plain wrong the trainers instructed their students to go and google to fill the gaps students were also assessed on things for which there is not one word in the training materialsthere was also no one proactively engaging with students   checking in to see how they are going for some reason the trainers were not even allowed to email students with important information like the date and times of webinars and they were only allowed phone consultations with students as long as it doesn't exceed  minutesasqa has recently reviewed the course too and the outcome was that open colleges now has to change the course and its practicesi am so truly disappointed i was hoping to upskill to return to work after a break raising kids but i can't possibly put this on my cv as it holds no worth im now studying at a post graduate level at uni to try and make up for wasting my time and money on this dinky little open colleges course
2,14-10-2019,terrible no support poor communication shocking attitude from some trainers,i was thoroughly enjoying the course for about the first  months there were  trainers and they were all very helpful and supportive nothing was too much trouble and the communication was great however all this changed when  trainers left and we were left with one who was still helpful but only marked a few of my remaining papers and the other was terrible it took days for her to respond and when she did the answer was usually  i don't know if you can find the paper or info then i cantappointments were made to carry out oneone skype calls and then she mixed up the times and didn't call when arranged or did and then it was immediately obvious she hadn't even read my assignment prior to calling her unhelpful careless attitude came across in communication in the online platformin october  we were given  weeks to submit all remaining assignments for the course by text and email from oc for many students this meant they were only able to finish half the course we were told the course was no longer going to continue and really oc should not of enrolled any new students knowing that the course is  years long the lack of consistent communication clear advice and instructions have left many like myself extremely frustrated and angry i was lucky to of been  weeks away from completing mine when i received the text messagei finished this diploma because i wanted to gain the qualification but i honestly wish i'd spent my money with a different training provider i would never spend money on another open colleges study program again
4,11-10-2019,great,the context and support provided throughout my course was fantastic only then things got a little messy were with my placement catch ups but we sorted those out in the end so happy i completed my course through open colleges
5,11-10-2019,very good online course,very good online course  i was very well assisted by my trainer  assessor fiona every time i needed support i was promptly answered  i am very satisfied
5,11-10-2019,i loved this course,i loved this course it took a lot of pressure off me knowing i was working in my own time and if i needed to deal with unforeseen issues which come up all the time i could put the course on hold for a few days  the support was great when needed   for me personally this was the best way to study
5,11-10-2019,great experience,i had a lot of support throughout my course from the assessors you have to take into consideration that the assessors are marking thousands of peoples work so you have to be understanding when you're waiting up to  days for feedback or to be markedoverall i really enjoyed the course they made it even more engaging by adding in videos etci'll happily go through open colleges again if i decide to study further
5,10-10-2019,i completed my certificate  in agedcare at hervey bay,i completed my certificate  in aged care plus all other extra courses offered during my experience  in hervey bay  my instructor  whose name is michelle  was outstanding  her enthusiasm  experience  personal experience advice  and assistance when required were outstanding  some people take teaching as just a job  but this lady had a passion to teach  her methods get results and her teaching of key skills are second to none  i have been employed for  months and still when her students do placement where i am employed all the bosses speak so highly of them and their training  the best choice i ever made was this course and i can not recommend it or this particular instructor more highly  she knows her stuff and by the end of your course so will you  thank you austcare and michelle at hervey bay
5,10-10-2019,definitely recommend open colleges,was an easy enrolment process the study was at my own pace always given feedback with each assessment the trainers were fabulous and easy to talk to definitely recommend online study with open colleges
1,09-10-2019,seriously open college is a disaster,seriously open college is a disaster i also lost a heap of money there is no support and customer service is useless they play it up as the best easiest way to study but the tutorials are terrible the lecturers are uncontactable and the certificates are useless in the actual industry when you try and find work i regret enrolling every day
1,09-10-2019,worst study option ever experienced  ripoff,have to pay for entire course even if you cannot finish  not given access to all the course content even when you have paid for the course no support  weeks to mark work  constant changes to course  changes in staff frequent
4,09-10-2019,liked the online experience and support,liked the online experience and support staff were great i also learnt about other useful applications apart from the core subjects such as powerpoint zoom etc
3,09-10-2019,i felt very alone studying online,i felt very alone studying online  i only received emails checking on my wellbeing in the last six months of my course  i needed this kind of support earlier and more frequently
4,09-10-2019,thank you for my course,thank you for my course as a mature age learner i must say online was a little difficult at times and i found the turn around quite long in someone getting back to you though hey i am done and happy so thank you
5,08-10-2019,open colleges was a great online,open colleges was a great online college supportive staff and great format the course was outlined online highly recommended
1,08-10-2019,terrible experience,i have just become a young professional in accountingfinance and i have had the most horrific experience with this online college what you want is a more personable experience i did not feel this way at allno google reviews i wonder why
5,07-10-2019,the course was great,the course was great but be warned the php assessment is very hard
3,07-10-2019,needed more support,i felt there was too much of a timeline between phone appointments and assignments being marked i had a lot of trouble getting help with finding community experience the last month was the only time i really felt i was getting the support i needed
1,05-10-2019,this company severely lacks integrity,this company severely lacks integrity and they do not give refunds under any circumstances i have studied online a few times and this has been the worst company i have ever dealt with i highly recommend looking at other companies if you are thinking of enrolling in an online course i enrolled in diploma of social media marketing and paid for the full cost of the course upfront within two months of starting i have  major life changes happening at the same time and became highly stressed and unable to study i supplied all the documentation they asked for in order to get a refund and after i supplied very personal documentation they refused my refund not even a partial refund
1,05-10-2019,stay away,they dont even deserve the  star open colleges is by far the worst experience of a course i have ever had the course is literally just copy and paste content almost the entire way through with the exception of a couple of random irrelevant questions here and there the learning content is upto  years old and no longer applies they advertise that you learn all these things that you absolutely do not and you are assessed on things that you arent taught but expected to know that again do not have any relevance to the course open colleges has done nothing but undermine the students that want these issues fixed they solely just want our money  stay far away from this company
1,05-10-2019,very frustrating to deal with,very frustrating to deal with the course i am undertaking is riddled with errors and outdated material support is useless they do not care about the education side of things just a money spinner
1,04-10-2019,i would give zero stars if i could,i would give zero stars if i could do not use this organization poorly written assessments formatting  problems only accepting word docs no pdf files if you have a mac computer a friend did it is not compatible she had even more stress than i did and was told to buy a program to make it easier for them what are you paying for  wait times for marking are long as staff are leaving inconsistent marking grading a competency based course condescendingly told they would explain the difference between competency and tertiary education when i asked for marking key as it was being graded they need to explain it to themselves idits i could keep going but i will just say find another provider don't waste your time or money
2,03-10-2019,just enroll this september,just enroll this september healtcare online communication very poor didn't explain where howdidnt get yet my course materials because of work experience sheet and still need repay my registration that i can't find playsment for my experienceevery  weeks ridiculous and when i ask about help didnt get any answer at allnot recommended
1,03-10-2019,i would think twice about going with,i would think twice about going with open colleges they ignore hour emails extort more money than needed and then do nothing for you the college feels  zero compassion to private situations they just keep extorting money from youzero compassion   they will add a other  onto your bill if you dont pay then threaten to take you to courtthink very seriously they did not care i had a very personal situation as to why i could not start the course but still wanted money think ery long and hard before u go with them
1,25-09-2019,thief's wish i could give a  star,wish i could give a  star disgustingwhat a terrible experience  open colleges is the worst companygroups of people ive ever dealt with  im a mum of  i was dealing with surgery after surgery and they lied dodged emails and pretend phone calls and stole thousands of dollars from me i never even started my course but i paid every week i went through hell to exit the contract and get a reffund which i didnt get a centi hope karma gets them
5,24-09-2019,faith restored,after having a disgusting experience with spoted who i recommend never to go with i was sceptical with trying to study online  how ever open colleges has been nothing but extremely supportive and live upto the expectation i have with a education provider dont fall victim to education scams like spoted use a reputable organisation like open colleges
1,23-09-2019,a pity i couldnt give them a zero,a pity i couldnt give them a zero yes i also believe they write their own reviews they have conned and now sending my daughter financially broke they lie when they write back to you about having read your emails letters etc at no point do you feel as though you are communicating with an education provider more like loan sharks beware stay away pay attention to those who have had their lives changed by debt not education
4,19-09-2019,supportive responsive and oc staff was very helpful,i have graduated from oc few years ago i studied allied health assistance i found that oc was quite good i know that the assessments were a little bit overwhelming especially the video assignment part but in the end all worth it i always reached out the assessor when i found difficulty to finish the assessments and they were very helpful i only waited for  hours the longest time to get the response they were very responsive regarding the placement i found that the last assignments and videos were a little too much i had to do writing assessments presentation and interview over the phone for the very last one before they marked the whole course to grant the certificate the coordination between oc and my work placement were very good they approved my application to do the placement and oc staff did the other paperwork and i started my placement few weeks later as it was during christmas break and new year i didn't wait for months to get approved for my placement i know to find the work placement was not easy after few attempts to apply finally i found one at a special school under ot supervision i finished the course within  months includes  weeks christmas and new year's break over all my experience with open colleges is quite good it is not easy for online study you have to work hard focus and perseverance but the most important  thing is the support from the institution that we need the most thank you oc for your support during my study now i am working in a health sector as a nurse
1,17-09-2019,stars,starsthey write their own reviewsthe assessment instructions do not match the assessors marking criteriai didnt learn anything it was a waste of time the assessors are unhelpful and rudefifteen pages of assessment instructions thirty pages of assessments all to prove i can write an email i receive it back because the point spacing wasnt correct i was told to put the assignment onto a precise amount of pages nowhere did it mention point spacing after going onto the next maze of assessments i had to go back to do the assessment again and guess how to make it on the right amount of pagesall to prove i can write an email
1,16-09-2019,poor support,poor support poor course content subpar teaching staff enormous waste of money save your money and go to an actual uni or tafe i chose open colleges because living rurally i didn't have many options like many others i found employers think nothing of their qualifications it's near impossible to get work experience and their staff turn over constantly
3,15-09-2019,stars poor support lots of workdetail in assessments and pretty average course material,course material is very general and assessments are very detailed large portions of the assessments require you to do your own research to be able to complete them as the information needed is not included in the course material you will need to be able to work independently as assessments are vague and little guidance or direction is given upfront i found this very frustrating at times when you do reach out to assessors response times are slow which can be very inconvenient and interrupt your progress significantly generally the course content was relevant and informative and the assessments were thorough so i developed some good knowledge and skills that i can apply in my role at work however proper and detailed explanation of assessments needs to be provided to students upfront instead of just expecting them to reach out for support when the support options and access to assessors isn't great overall i would rate my experience with open colleges as  stars
5,15-09-2019,leadership and management,i recently finished my diploma of leadership and management i agree it was hard work but completely worth the efforti don't understand a lot of the negative reviews here you're all adults responsible for your own learning don't expect the answers to your assessments to be spoon fed to you like a child you either want to learn  or you just want a 'qualification' without learning a damn thing if being responsible for your own training and meeting assessment deadlines is not for you then do your course in a classroom not onlineif you do want to learn online course create that opportunity they are not meant to be easy they are meant to challenge you make you want to read and research and read some more but if you just want someone to give you an easy pathway to a qualification without actually showing that you learned anything at all then online courses like this are not for youthose of you looking for a 'tick and flick' course without actually using your brains can get those 'qualifications' almost anywhere but really they mean nothing more than the paper they are printed on if you want to actually learn then you need to apply yourself and that takes time and effort which many of you don't seem to want to bother withi want to thank my assessor simon for his support and encouragement to do better his feedback was really helpful and helped target the areas that i need to do more research and improve my knowledgenow i have a diploma that i can proudly know that i genuinely earned without just demanding open colleges do all the work for me
1,15-09-2019,i have had the worst experience with service,i have had the worst experience with open colleges there service team is very rude and their they dont understand simple human decency i had refused to pay the rest of my fee and stop studying with them but they still forcing me to pay the rest of the fees im going through a rough time with money and health at thisstage but they still dont care i have had asked for other options to pay the rest but their process is ring the college and then fill a form out and then they will get back to you in  weeks or so and most of the time they are just wasting your timei would never recommend anyone to go to open colleges
1,13-09-2019,everything about the experience of,everything about the experience of studying with open colleges was horrible lack of communication rude student support advisors and just an absolute nightmare the whole way through my course will never study with opencolleges again
2,13-09-2019,not impressive,not impressivei couldn't recommend open colleges to anyone the course i did diploma of graphic design seems way out of date pointless and bloated with filler tasks that prove to have any use or logic behind them and if you dare to question the course content there's really no help given the trainer might reply to you a few days after your question but the response is pretty much bloated filler too they say they're happy to help but don't really give any help one trainer in particular anywaymy quick version there's some useful parts of the course but the amount of filler tasks is ridiculous this diploma needs an update bad and the further you get into the course the worse it gets the last two assignments are as pointless as you can get
3,12-09-2019,something new,soi have been looking at doing a course on opencolleges for at least  weeks now i keep going back to this website but not actually enrolling in the course i want to enrol i just yet after seeing the reviews i am a little worried is this going to be a waste of timemoneyi already have a qualification as a dental nurse in fact have a diploma in it but really wanted to study something newwould this company be the right thing
5,11-09-2019,i have studied externally in the past,i have studied externally in the past and from my experience open colleges could not be any more helpful any queries i had were dealt with that day i could talk to the trainers and assessors and their resources are up to date i found using the webinar extremely helpful and assisted me in achieving either an distinction or high distinction every time the trainers and assessors were very helpful and understanding they gave me constructive and positive feedback i would definitely recommend open colleges to anyone looking to study on line
3,11-09-2019,flexible study arrangements but too many tutors,having flexibility to study when i wanted or could was one of the reasons for undertaking study through open colleges the support from fellow students was outstanding and one of the reasons i would consider a second course of study throughout the course however i had three different tutors  for a newbie it was a little confusing who was responsible for what  the last tutor we weren't officially notified about or i missed the post just saw her name appear on assessment queries and made the link the standards between the tutors was different as was their time to respond to queries  please set the standards for turnaround times so that we don't expect too much
1,11-09-2019,terrible experience,terrible experience i enrolled in a cert  of interior decoration in  i specifically asked the question when i was thinking of doing the course if the course involved a lot of drawing as this is not one of my strengths  i was told there a little but i would be fine  what a load of bs i could understand the need for so much drawing if i was doing interior design but my course it titled decorationthe correlation between the course notes and the requirement for each assignment is ludicrous  the notes are basic say level   and the demands of each assignment are like level  such a waste of time and moneyps i have just read the review below by teresa who was doing a cert  in web design  her experience is scarily similar to mine they must have the same course structure across all of their coursesdo not waste your money
5,10-09-2019,i found open colleges very good to work,i found open colleges very good to work with and supportive and they were always there to help when i required it
3,10-09-2019,the course was interesting,the course was interesting technical support sometimes was good sometimes was terrible some material was missing quite often instructions in assessments were unclear
2,10-09-2019,this was the worst written course i,this was the worst written course i have ever done it was difficult and needs a lot of work to improve a lot of students have complained about this recently i'm sure you've seen
4,10-09-2019,great learning but you need to be self,great learning but you need to be self motivated to do the learning yourself as you do not get the classroom experience
2,09-09-2019,must have patience to go through open colleges,what was meant to be a month course turned into months unfortunately at the start i was still getting used to 'ownpace' studying meaning there were no set dates assignments had to be submitted so it took some time to get into the groove of studying that way however once i did it just turned into a fight open colleges had a policy on a  workday return on written assessments yet they took on average  working days then they changed their policy to working day return which their assessors still couldn't stick to a lot of their assessment requirements were misleading meaning a lot of written assessments came back to me saying they were wrong and when i asked for clarification i got no response a lot of the questions in the written assessments were not in the study modules and i note down everything so it wasn't like i had missed something so many times all together open colleges was a very difficult company to work with and to top it off i had to get a refund because they took more out of my account then they should have
1,09-09-2019,no support waste of money,i have had nothing but terrible experiences with open colleges many assignment questions do not make sense and support provided from educators is minimal to none it is incredibly difficult to find placement when asking for support regarding placement i was sent an extremely long and difficult form to complete which seems like its main purpose is to deter students open colleges will not assist you with finding placement unless you provide a ridiculous level of evidence and forms regardless i completed all the forms and have still received no support from open colleges regarding placement the placement officer assigned to me has missed two phone appointments and ignores emails this has been a tremendous waste of money i am absolutely disappointed and disgusted with this business
3,09-09-2019,it takes too long  days for the,it takes too long  days for the assessments to be returned for amendments corrections
1,08-09-2019,online learning is supposed to be,online learning is supposed to be flexible and efficient however i found open colleges to be totally incompetent lecturers take weeks to get back to you regarding a simple question or don't respond at all the marking of assessments takes up to  weeks  the online portal doesn't always work and then have to get student support to upload things which adds on extra timefind another service provider your time would be better spent elsewhere with people who value customer service these guys aren't very competent
1,07-09-2019,open colleges was a terrible experience,open colleges was a terrible experience for me i studied my diploma of early childhood education and care and it was an awful experience from start to finish the majority of the teachers in this course are rude and hard to get in contact with it can take upwards of  weeks just to organise a simple phone call with them i have had several incidents where i have commenced an assessment and then they have changed the criteria without making any effort to inform me and then marking my work 'inadmissable' upon me waiting upwards of  weeks to actually get on the phone to someone who can do something which i have to take time off work for they look at my assessment and pass me without so much as a sorry for wasting my time the most frustrating drawnout and rageinducing process i have ever been through on top of this i paid a lot of money for this service and have received zero support throughout the last two years simply told to book in a phone call not at all supportive of people working full time i do not recommend open colleges
4,07-09-2019,studies were good all along but needs,studies were good all along but needs to improve in securing workplacement for students even after they have straggle and fail to get one the college takes really long to secure them workplacement
1,06-09-2019,after waiting weeks for a simple email,after waiting weeks for a simple email response up to  months for assessments to get marked and being blamed by student support for the stretched out course times i can gladly say i will never be using open colleges againvery unprofessional understaffed or at least thats what we are all told and at times just plain rude i would recommend anyone hoping to graduate a  month course in under a year to avoid this college
1,06-09-2019,not a good experience overall,poor response times and inflexible recommend do the course face to face not online   not good value not relative in all areas definitely needs reviewing of course and relationship to the certificate   most support staff on phone wonderful however a few rude experiences including being accused of forgery no apology  email removed however  recommend do your course with an organisation that you can work with the people not online   this course was personal to me due to my elderly father who has advanced dementia  this course is not relative nor assessed well   many many repeats of the same requirements  crazygraduated now however would say not a pleasant learning experience at all and will not do more with open colleges in the future
4,06-09-2019,i'm really proud to have graduated from open colleges,i'm really proud to have graduated from open colleges  digital design it was really hard work and i had a few nervous breakdowns but on the most part staff at open colleges helped me through it as a working mother with twin boys the delivery of the course was great with no pressure to have assessments done by a certain date would recommend open colleges to anyone willing to put it in the effort and be a little patient
1,05-09-2019,terrible college,all these positive reviews are most possibly fake in my opinion oc has someone working on this site whos paid to counter each realistic reviews with four fake reviews it happened on the student board as well  do not waste your money they take your money in advance the first module that youve got access to within the cooling off period is easy as then the modules become more complicated and unnecessarily confusing just study in person
4,05-09-2019,plenty of information available,plenty of information available helpful instructors
1,05-09-2019,very poor student support,very poor student support teachers don't help just take money and they really don't do anything other than marking assesments not recommended at all you don't learn and don't get any hgelp completely money waste
1,05-09-2019,the veterinary student support team are,the veterinary student support team are great your general student support is rubbish theyre rude and unhelpful made me feel i could never finish my coursein  years i never got a follow call to see how i was going no timeline with goals for time management etc just an email to say your course is expiring soon pay more money to extend and for near   not sure what i actually paid for
5,05-09-2019,i have completed  certifications,i have completed  certifications through open colleges the trainer's are very polite and informative on feedback and all criticism is very constructive they want you to succeedwould highly recommend
5,05-09-2019,the course was wonderful and the,the course was wonderful and the support team is lovely
3,04-09-2019,room for improvement,i found quite a few of the modules difficult to negotiate and use an example of this were assessments using a powerpoint presentation which required placement of symbols or icons eg a task requiring setting up classroom furniture often accessing the assessments was fiddly  sometimes it worked and sometimes it didn't actually working within documents was also strange  sometimes it was a cut and paste that didn't always work sometimes it was dragging the mouse with perseverance they worked but it could be frustrating and time consuming assessments were not always easily available and obvious  some searching was required to locate and figure out what to do  the assessment helpers etci still do not understand the search function no matter what i typed into search in which screen or module the results were either nil or irrelevantassessments took a long time to be marked this was frustrating and not in accordance with the  day turnaround that is advertisedthere is a lot of reading which of course is to be expected with this type of training however more videos and indeed even videos of some topics being taught in a classroom environment would make the course so much nicer to completei felt the trainersassessors often gave stock standard and unhelpful answers to questions being asked on the forum quite often i would read a response not necessarily to my own question and was still left wonderingon the upside i really appreciated the quick responses i received to my private questions these were answered promptly and i received lovely encouragementi feel the system is a bit clunky and there's a lot of room for improvement  in navigating the space accessing modules and understanding requirements unfortunately i didn't write down examples as i went through the course as it didn't occur to me but i wish i could have so i could provide them now but generally it was just an overall feel that the website felt clunky and not as professional and polished as it should bei think this type of learning is a great concept  ideal for busy people perhaps who are juggling young families and a job etc it does not suit people who are unable to motivate themselves as it requires a lot of discipline to sit at a computer for long periods of time and read
4,04-09-2019,it was a sprint to the finish line,it was a sprint to the finish linei dawdled a bit during the first year of my study then was very stressed at the end trying to complete all tasks if you're not selfmotivated this isn't the course for you if you are however and can commit to a regular study schedule you will do wellthe tutors were generally very helpful justine in particular  excellentthere were some assessments that weren't as valid for me given i didn't want to use this to set up a gd business but to add to my existing toolkit instead of doing business plans i would have preferred to have more design tasks to completei'm so happy that my study is finished for now and i can begin to put my skills to use in my employment and to create my own personal artwork
1,05-09-2019,absolutely disgusting service and,absolutely disgusting service and support i have tried calling emailing facebook messaging left reviews as i was guaranteed support throughout the course i did for  years and i did no receive the slightest bit of support i have been trying to make contact for over  months now and they will not get back to me because i am requesting atleast a part refund and since making these complaints i have started receiving emails of support it's an absolute joke and i will never recommend this company to anybody if you are keen on paying k and then receive no contact or support then this is the company for you from the money they receive your money you will receive nothingedit  are you kidding you respond on here because it is a public forum yet you still do not contact me to resolve my complaints wow angry is an understatement no wonder there is no option to respond to the replies on these reviews
2,04-09-2019,needs updating,the modules didnt make sense half the links didnt work the teachers response time was to slow and they were difficult to deal
5,03-09-2019,star experience,i absolutely loved my open colleges journey modules are clear and easy to use and read assessments are complete and interesting staff members are dedicated and helpful i never waited more than hours to get an assessment back highly recommended open colleges for me it was a real challenge as english isnt my mother tongue but they really made my life easy and now not only i am graduated but thanks to the compulsory work placement i found a full time job in the travel industry enrolling open colleges was my best decision ever  thank you
5,02-09-2019,this was my third qualification,this was my third qualification obtained with open colleges  as always it was wonderful experience with plenty of support along the way
5,01-09-2019,would recommend,staff were always helpful and the course structure was simple and self paced which made it easy to study whilst working full time
3,01-09-2019,when you need help after work or on,when you need help after work or on weekends its difficult to get it quite a bit of the course content or limbs were not available over time i did a notice an improvement  especially with live chat  would be good if we could speak to teachers like that
2,01-09-2019,i didnt have a good experience with open colleges,i didnt have a good experience with open colleges i got stuffed around alot told  thing by student support than told another by an assessor caused me alot of anxiety and stress that was not needed the marking time delay was ridiculous  weeks to get a mark back and sometimes it was just a submission error or nothing at all i am glad i have completed my diploma in early childhood but because of this experience it makes me hesitant to ever study again they arent very professional or well organized
4,31-08-2019,happy with the feedback and extensions,happy with the feedback and extensions from the college professional friendly staff
5,30-08-2019,i have been provided with great,i have been provided with great feedback from my assessment pieces which i have found helpful my assessments have been graded efficiently which i love all round i have had no issuesthe whole experience has been pleasant i am always referring friends to use open colleges as local tafe's are unorganised and unreliable i have  certs and this is my nd diploma now i honestly will not use another learning centre after such a positve experince with open colleges you guys rockone of the best experiences of my life was the acata program in sept  so educating inspiring and life changing the personal development for me has been unreal
5,30-08-2019,tutors were helpful,tutors were helpful course material was thorough and work was marked promptly and lots of feedback was given
3,30-08-2019,my experience with open colleges,my overall experience with open colleges cert  early childhood education has been a positive one unfortunately my last period of studies i had issues with communicating with tutors the long wait for their replies or to get a phone call appointment delayed the completion of my certification and often information were unclear that made the process more stressful i am glad i have graduated
5,30-08-2019,great experience studying with open,great experience studying with open colleges for my business administration certificate iv there are plenty of study tools and support for all assessments and the student portal is very user friendly highly recommend if youre like me working full time and studying part time at your own pace
4,29-08-2019,practical and helpful,i found the course overall really great it was great to learn about the principles of design and how to apply these to graphic design works i found the modules on how to create a website through css really difficult if you've never done this before i'm not sure how much a graphic designer in the real world would really create these from scratch the openforum is a great concept however it would have been helpful if trainers commented more when students ask for feedback i also suggest that when students complete this course they should receive an email of congratulations first before receiving an email to submit feedback overall this course will greatly benefit me throughout my career
3,29-08-2019,assessors of building and construction  excellent,average my seem like a harsh grade and it was only because you didn't have the option of good however this does not reflect on the assessors that put in countless hours assisting and grading our assignments if the mark was for these people alone it would most definitely be 'excellent'course contentinformation was good although some of the links referred to international builders this is where i'd like to see more australian contentthe reason why i marked 'average' was due to the countless broken links the grammatical errors within text and assignments and otherwise poor housekeeping of information a lot of time was time back and forth clarifying these issues informing itstudent services of errors which as you can appreciate was quite time consuming and frustrating to say the least in saying this though it and student services were always quick to reply sometimes with a fix and sometimes noti'm sure though if these were addressed and minimised to even  of what was encountered this would be a very good coursein saying all this though i did enjoy the course and it was great to see that they now able to provide to all states of australia once again thank you to all of the assessors for their time and knowledge they afforded me which included their weekends very much appreciated
2,29-08-2019,poor layout and design of course,the course was repetitive and the fact that so many videos are required is  not needed and  not always able for those who cannot get people to do it the instructions and layout is poorly designednow to see if i can get a job out of it
4,29-08-2019,response times on assessments weren't,response times on assessments weren't great  and you needed to constantly ask for the next module to be opened so you could continue with the course this isn't communicated very wellother than that  i had no issues great course lots of information covered
1,29-08-2019,i noticed this provider had issues from,i noticed this provider had issues from the first week i made a complaint about how the support staff had responded to issues i had raised it was completely ignored sent this information on to the asqa australian skill quality authority who responded with your complaint raises concerns about the organisations lack of student support and the complaints and appeals process they have taken matters further with this provider they get so many bad reviews be warned
5,29-08-2019,excellent support,excellent support the team were awesome supported me through to get my qualification there for me when i was in need
5,28-08-2019,studying with open colleges online has been amazing experience and i highly recommend to anyone who wants to change their direction in life enhance education level and further opportunities,studying with open colleges online has been a convenient way of studying for my diploma of community services whilst working fulltime being a wife and mother  assistance is always available via phone or emailing the assessors  there may be times when you feel its all too hard studying however its so worthwhile  i completed my  weeks work experience through open colleges in fiji its not a holidays its a life changing experience for you something i will also remember always remember there is supportthank you to the team at open colleges
4,28-08-2019,overall good some tweaks to improve experience,the course was overall good some of the assignments were quite tedious and excessively long many questions were repetitive some of the structure of the assessments were difficult to follow and needing to do recordings with volunteers often proved to delay submissions as i was depending on other peoples schedulesanthony weymess was fantastic and gave me great support and awesome feedback which was practical and helpful
4,28-08-2019,i completed youth work with open,i completed youth work with open colleges and i have to say they were very accommodating to my situation with time management would also like to thank ronnie clark  i found him to very professional and understanding and could explain assessments very well
1,27-08-2019,worst experience ever,worst experience everthey take your money and thats it  be warnedalso you try to get answers from them and you get automated messagesplease go with someone reputable and read reviews first
1,27-08-2019,the worst course i have ever done,the worst course i have ever done no online class lectures or anything like that it's just here is the modules go and do it the trainers try but they are having to deal with badly written material
5,10-09-2019,for those who work full time,for those who work full time and are still motivated to obtain a diploma this college is an outstanding choice openspace provides all the resources necessary for success but much of the success also depends on the natural intelligence of the student the dedication to putting in the necessary time and the ability to selflearn in a online environment this is really the best choice to get a diploma in project management and start the route to advance your career for a lowcost distance learning  night school alternative it's not simple like any college but you certainly get what you're putting in the online lectures are easy to see and can be viewed live or recorded and the tasks are not overwhelming
4,27-08-2019,open colleges review,good collegesharing knowledge and caring surroundingweakness is difficult for discussion
1,27-08-2019,shocking,shocking student support what support constantly getting fobbed off poorly written modules with lots of errors that are difficult to understand and complete never again
4,27-08-2019,could be better in terms of replying,could be better in terms of replying to emails but over really great
3,26-08-2019,disappointed in the lack of support,i am not going to lie this was the worst experience with online studying i was so disappointed in the lack of support and the fact they take a week at most to get back via email support is shocking i had more help from the girls doing my course through a facebook page the assessments really need to be looked at as half of them were extremely hard to wrap your head around hopefully they will improve a lot of money to pay for a course that you dont get much support
